file.name,id,user,root,text,min,sec,nanosec,reply.to,n.participants,user_id,Team_id,time,condition,round,is_vero,user_id2,to,task_pos,task_conf,rel_pos,rel_conf,3rdVero
03_11_2021_vero #2_team_round 3_otter.ai,39398,Participant 226,39369,"So that's helpful, we could also probably use it to like preserve meat if we end up catching something really big. Not that I know there's any big animals.",3,38,NA,39397,3,226,2_2_12,218,teamwork,3,FALSE,769 (840),all,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39399,NA,39369,That works.,3,38,NA,39398,3,226,2_2_12,218,teamwork,3,FALSE,226,NA,NA,NA,NA,NA,NA
03_11_2021_vero #2_team_round 3_otter.ai,39400,Participant 226,39369,I think I put parachute next just because it's gonna be huge. Which is a good like visual signal.,3,38,NA,39399,3,226,2_2_12,218,teamwork,3,FALSE,226,all,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39401,Participant 685,39369,"Yeah, red and white. There's just a lot you can do you can cut it up with the jackknife.",4,13,NA,39400,3,685,2_2_12,253,teamwork,3,FALSE,226,226,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39402,Participant 226,39369,So seven?,4,20,NA,39401,3,226,2_2_12,260,teamwork,3,FALSE,685,all,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39403,Participant 840,39369,Maybe the kit for injuries?,4,25,NA,39402,3,769 (840),2_2_12,265,teamwork,3,FALSE,226,226,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39404,Participant 685,39369,I had that around this time I think I had it at like nine.,4,29,NA,39403,3,685,2_2_12,269,teamwork,3,FALSE,769 (840),840,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39405,Participant 226,39369,Should we put the pistol first I know you guys both had the pistol high.,4,33,NA,39404,3,226,2_2_12,273,teamwork,3,FALSE,685,all,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39406,Participant 685,39369,"Yeah, okay, so pistol then kit.",4,37,NA,39405,3,685,2_2_12,277,teamwork,3,FALSE,226,"226,all","0,0","0,0","0,0","0,0","0,0"
03_11_2021_vero #2_team_round 3_otter.ai,39407,Participant 840,39369,"Do we? Oh, okay. Now I'm like between sunglasses and flashlight. Because I feel like in the desert with like all of the reflection from the light. It can get really tiresome on your eyes and like people start seeing things.",4,47,NA,39406,3,769 (840),2_2_12,287,teamwork,3,FALSE,685,all,0,1,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39408,Participant 226,39369,"Yeah, I feel like they're more important than a flashlight.",5,4,NA,39407,3,226,2_2_12,304,teamwork,3,FALSE,769 (840),840,1,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39409,Participant 840,39369,"Yeah, yeah, I had the sunglasses actually higher so yeah.",5,8,NA,39408,3,769 (840),2_2_12,308,teamwork,3,FALSE,226,"226,all","0,0","0,0","0,0","0,0","0,0"
03_11_2021_vero #2_team_round 3_otter.ai,39410,Participant 226,39369,Do we want to put like the mirror last?,5,17,NA,39409,3,226,2_2_12,317,teamwork,3,FALSE,769 (840),all,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39411,Participant 685,39369,"Yeah, once again, I thought it might be like sort of useful for trying to signal a plane but like that's like the same kind of thing with the shaving mirror in the last room trying to get a reflection.",5,26,NA,39410,3,685,2_2_12,326,teamwork,3,FALSE,226,226,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39412,Participant 226,39369,"Yeah, but I feel like that's not quite as big as the parachute. You know? Like if we have the parachute it might not even be necessary.",5,40,NA,39411,3,226,2_2_12,340,teamwork,3,FALSE,685,685,0,2,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39413,Participant 685,39369,"That's fair. Yeah, it's probably less...",5,48,NA,39412,3,685,2_2_12,348,teamwork,3,FALSE,226,226,2,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39414,Vero,39369,We have five minutes left. I know that if we give it our all we can be the best team this study has ever seen.,5,50,NA,39413,3,vero2_2_12,2_2_12,350,teamwork,3,TRUE,685,all,1,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39415,Participant 685,39369,"I love how upbeat he is. Okay, sorry. So we're going with mirror at like 15.",5,56,NA,39414,3,685,2_2_12,356,teamwork,3,FALSE,vero2_2_12,all,0,0,2,0,1
03_11_2021_vero #2_team_round 3_otter.ai,39416,Participant 226,39369,Yeah. And then we could put the air map 14,6,6,NA,39415,3,226,2_2_12,366,teamwork,3,FALSE,685,685,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39417,Participant 685,39369,"I mean, I guess Vero could read it. But like what would it tell you?",6,15,NA,39416,3,685,2_2_12,375,teamwork,3,FALSE,226,all,0,0,0,0,1
03_11_2021_vero #2_team_round 3_otter.ai,39418,Participant 226,39369,"Because we know how far we off of our like, flight plan. Yeah, so in theory, it might be helpful in trying to navigate but also the map like the compass itself will probably be just fine. So we have the vodka, a raincoat and a flashlight left",6,24,NA,39417,3,226,2_2_12,384,teamwork,3,FALSE,685,"685,all","0,0","0,0","0,0","0,0","0,0"
03_11_2021_vero #2_team_round 3_otter.ai,39419,Participant 840,39369,The vodka could be important for disinfectant.,6,51,NA,39418,3,769 (840),2_2_12,411,teamwork,3,FALSE,226,all,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39420,Participant 685,39369,And it goes well with the compress kit. Yeah. Are we at 11? Flashlight more important than raincoat? I don't know if we have the top coats and the like a top coat per person and the big parachute. I don't know exactly what we're doing with the raincoat.,6,55,NA,39419,3,685,2_2_12,415,teamwork,3,FALSE,769 (840),"840,all","0,0","0,0","0,0","0,0","0,0"
03_11_2021_vero #2_team_round 3_otter.ai,39421,Participant 226,39369,I feel like the raincoat we could use for other stuff.,7,22,NA,39420,3,226,2_2_12,442,teamwork,3,FALSE,685,685,0,1,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39422,Participant 685,39369,"Lastly, what?",7,25,NA,39421,3,685,2_2_12,445,teamwork,3,FALSE,226,226,0,1,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39423,Participant 226,39369,"I was gonna say we could probably like multi task, the raincoat like use it to hold water like other stuff, but we could probably do the same thing on the parachute. Yeah, well, so I would put flashlight",7,33,NA,39422,3,226,2_2_12,453,teamwork,3,FALSE,685,"685,all","0,0","0,0","0,0","0,0","0,0"
03_11_2021_vero #2_team_round 3_otter.ai,39424,Participant 685,39369,"Do we have the flashlight higher, I don't remember.",7,48,NA,39423,3,685,2_2_12,468,teamwork,3,FALSE,226,all,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39425,Participant 840,39369,"Oh, I had to put the flashlight pretty high but like thinking about it more through this you guys like I don't know how important it is. I guess.",7,59,NA,39424,3,769 (840),2_2_12,479,teamwork,3,FALSE,685,685,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39426,Participant 685,39369,I think it might be more important than the rain coat just because we have a lot of like material that we can use.,8,17,NA,39425,3,685,2_2_12,497,teamwork,3,FALSE,769 (840),all,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39427,Participant 226,39369,"Yeah, I agree.",8,25,NA,39426,3,226,2_2_12,505,teamwork,3,FALSE,685,685,1,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39428,Participant 840,39369,Maybe raincoat then?,8,31,NA,39427,3,769 (840),2_2_12,511,teamwork,3,FALSE,226,all,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39429,Vero,39369,Let me know how I can help.,8,51,NA,39428,3,NA,NA,531,NA,3,TRUE,NA,all,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39430,Participant 226,39369,Wonder how they evaluate us on this?,9,7,NA,39429,3,226,2_2_12,547,teamwork,3,FALSE,769 (840),all,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39431,Participant 685,39369,"This is the one I was wondering like, yeah, is it is there actually a ranking that they have? Right? Or like is it I don't know. The average or something?",9,10,NA,39430,3,685,2_2_12,550,teamwork,3,FALSE,226,"226,all","0,0","0,0","0,0","0,0","0,0"
03_11_2021_vero #2_team_round 3_otter.ai,39432,Participant 685,39369,"Cuz I guess the somewhat ironically, the creativity one seems to be easier to evaluate.",9,10,NA,39431,3,685,2_2_12,550,teamwork,3,FALSE,685,all,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39433,Participant 226,39369,You guys hear the music that my neighbors are playing?,9,45,NA,39432,3,226,2_2_12,585,teamwork,3,FALSE,685,all,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39434,Vero,39369,Anyone have any information we haven't heard yet?,9,48,NA,39433,3,vero2_2_12,2_2_12,588,teamwork,3,TRUE,226,all,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39435,Participant 685,39369,I feel like I can hear something in the background.,9,53,NA,39434,3,685,2_2_12,593,teamwork,3,FALSE,vero2_2_12,226,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39436,Participant 226,39369,I think my neighbors are throwing a party. We have really thin walls.,9,57,NA,39435,3,226,2_2_12,597,teamwork,3,FALSE,685,all,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39437,Vero,39369,"Good job on our last task. I'm excited to work with you on this next task, the creativity task. I'm ready to begin the creativity task.",11,12,NA,39436,3,vero2_2_12,2_2_12,672,teamwork,3,TRUE,226,all,1,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39438,Participant 840,39369,Rubberband,11,24,NA,39437,3,769 (840),2_2_12,684,teamwork,3,FALSE,vero2_2_12,all,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39439,Vero,39369,Let's see any idea that comes to mind no matter how weird strange or imaginitive,11,31,NA,39438,3,NA,NA,691,NA,3,TRUE,NA,all,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39440,Participant 840,39369,Slingshot,11,36,NA,39439,3,769 (840),2_2_12,696,teamwork,3,FALSE,769 (840),all,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39441,Participant 685,39369,"I didn't have that. Yeah, I had like as a finger gun. Like when you wrap it around your finger, you can shoot.",11,38,NA,39440,3,685,2_2_12,698,teamwork,3,FALSE,769 (840),"840,all","0,0","0,0","0,0","0,0","0,0"
03_11_2021_vero #2_team_round 3_otter.ai,39442,Participant 685,39369,"So did you have the music one already written down? I feel like we talked about that with like, the brick like to make noise or to make music or something.",11,38,NA,39441,3,685,2_2_12,698,teamwork,3,FALSE,685,all,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39443,Participant 226,39369,Right. I didn't for this one. No,12,5,NA,39442,3,226,2_2_12,725,teamwork,3,FALSE,685,685,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39444,Participant 840,39369,"Yeah, should we say like music or noise or what? I like both.",12,11,NA,39443,3,769 (840),2_2_12,731,teamwork,3,FALSE,226,all,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39445,Participant 685,39369,Yeah. I'm taking inspiration from all of our past ones like you can choke someone with.,12,17,NA,39444,3,685,2_2_12,737,teamwork,3,FALSE,769 (840),840,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39446,Participant 226,39369,Let's do that.,12,46,NA,39445,3,226,2_2_12,766,teamwork,3,FALSE,685,685,1,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39447,Participant 685,39369,Choke or strangle someone.,12,49,NA,39446,3,685,2_2_12,769,teamwork,3,FALSE,226,all,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39448,Participant 226,39369,"He could have asphyxiate, like someone could. Are you talking like choke? Like they're in their throat?",12,51,NA,39447,3,226,2_2_12,771,teamwork,3,FALSE,685,685,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39449,Participant 685,39369,"Yeah, like, like, like a cord. Yeah both. I mean, but I was thinking more strangle.",13,0,NA,39448,3,685,2_2_12,780,teamwork,3,FALSE,226,226,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39450,Participant 226,39369,Gotcha.,13,8,NA,39449,3,226,2_2_12,788,teamwork,3,FALSE,685,685,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39451,Participant 685,39369,"And then I was thinking um, based on our braces conversation there are those like orthodontic rubber bands? So as I can orthodontic instrument, or I think they call them separators.",13,12,NA,39450,3,685,2_2_12,792,teamwork,3,FALSE,226,all,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39452,Participant 226,39369,Yeah.,13,23,NA,39451,3,226,2_2_12,803,teamwork,3,FALSE,685,685,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39453,Participant 840,39369,"As a negative reinforcement thing, you know, like when you...",13,35,NA,39452,3,769 (840),2_2_12,815,teamwork,3,FALSE,226,all,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39454,Participant 226,39369,"You could use it as a like, buddy tape. Like when you when you break one of your fingers?",13,47,NA,39453,3,226,2_2_12,827,teamwork,3,FALSE,769 (840),all,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39455,Participant 685,39369,"Oh,yeah. What do you call it?",13,54,NA,39454,3,685,2_2_12,834,teamwork,3,FALSE,226,226,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39456,Participant 226,39369,"I call it, buddy tape.",13,59,NA,39455,3,226,2_2_12,839,teamwork,3,FALSE,685,685,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39457,Participant 685,39369,"Okay, it's sort of like splinting a finger, right?",14,2,NA,39456,3,685,2_2_12,842,teamwork,3,FALSE,226,226,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39458,Participant 226,39369,"Yeah, that's a better way. Just put your fingers together.",14,8,NA,39457,3,226,2_2_12,848,teamwork,3,FALSE,685,685,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39459,Participant 685,39369,Yeah.,14,12,NA,39458,3,685,2_2_12,852,teamwork,3,FALSE,226,226,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39460,Participant 226,39369,You could use it to restrain someone poorly.,14,28,NA,39459,3,226,2_2_12,868,teamwork,3,FALSE,685,all,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39461,Participant 685,39369,Like like bad handcuffs?,14,32,NA,39460,3,685,2_2_12,872,teamwork,3,FALSE,226,226,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39462,Participant 840,39369,"To restrain so to restrain like someone's wrists, I guess?",14,36,NA,39461,3,769 (840),2_2_12,876,teamwork,3,FALSE,685,226,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39463,Participant 226,39369,Yeah. Or their ankles. I guess if you have a big rubber band. As appendage restraints.,14,40,NA,39462,3,226,2_2_12,880,teamwork,3,FALSE,769 (840),840,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39464,Participant 840,39369,Yeah. As appendage restraint. That's funny. You can chew on it. Like it's gum.,14,46,NA,39463,3,769 (840),2_2_12,886,teamwork,3,FALSE,226,"226,all","1,0","0,0","1,0","0,0","0,0"
03_11_2021_vero #2_team_round 3_otter.ai,39465,Participant 685,39369,Cool.,15,2,NA,39464,3,685,2_2_12,902,teamwork,3,FALSE,769 (840),840,1,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39466,Participant 226,39369,"I mean, yeah.",15,4,NA,39465,3,226,2_2_12,904,teamwork,3,FALSE,685,840,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39467,Vero,39369,Let's be sure we are encouraging of each other and our ideas. No need to overthink it or criticize ideas as we go.,15,31,NA,39466,3,vero2_2_12,2_2_12,931,teamwork,3,TRUE,226,all,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39468,Participant 840,39369,As a bracelet.,15,39,NA,39467,3,769 (840),2_2_12,939,teamwork,3,FALSE,vero2_2_12,all,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39469,Participant 226,39369,I have that.,15,41,NA,39468,3,226,2_2_12,941,teamwork,3,FALSE,769 (840),840,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39470,Participant 685,39369,"Oh, I mean, one of you might have had this but like as a hair tie.",15,55,NA,39469,3,685,2_2_12,955,teamwork,3,FALSE,226,all,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39471,Participant 226,39369,"I have that, yeah.",15,59,NA,39470,3,226,2_2_12,959,teamwork,3,FALSE,685,685,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39472,Participant 840,39369,To hold shoes together in a suitcase with pairs of shoes.,16,11,NA,39471,3,769 (840),2_2_12,971,teamwork,3,FALSE,226,all,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39473,Participant 685,39369,"Oh, actually, yeah. It's like, yeah, okay.",16,17,NA,39472,3,685,2_2_12,977,teamwork,3,FALSE,769 (840),840,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39474,Participant 226,39369,"That's funny, because I wrote something very similar but different, which was to compact leave pack clothing. You know how people roll their clothing? You can like yeah.",16,25,NA,39473,3,226,2_2_12,985,teamwork,3,FALSE,685,"840,all","1,0","0,0","1,0","0,0","0,0"
03_11_2021_vero #2_team_round 3_otter.ai,39475,Participant 685,39369,"Okay, wow, I can't believe I didn't write this down. Because I do it in my everyday life. As like a as a replacement watch band. You know, like, the thing that you talk the length of the watch band into, like this. Yeah, that thing if it like breaks on your watch, you can take a rubber band and wrap it around the end enough times.",16,41,NA,39474,3,685,2_2_12,1001,teamwork,3,FALSE,226,all,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39476,Participant 226,39369,Yeah,17,8,NA,39475,3,226,2_2_12,1028,teamwork,3,FALSE,685,685,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39477,Participant 685,39369,I have that on my watch.,17,8,NA,39476,3,685,2_2_12,1028,teamwork,3,FALSE,226,all,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39478,Participant 226,39369,"Oh, hold your socks up.",17,11,NA,39477,3,226,2_2_12,1031,teamwork,3,FALSE,685,all,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39479,Participant 840,39369,"Oh, that's so smart. I love that.",17,30,NA,39478,3,769 (840),2_2_12,1050,teamwork,3,FALSE,226,226,3,0,3,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39480,Participant 226,39369,What were you gonna say?,17,35,NA,39479,3,226,2_2_12,1055,teamwork,3,FALSE,769 (840),840,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39481,Participant 840,39369,To wait... oh no to like bundle your charts and quotes in an organizer. We could like think in the food direction I feel like there could be interesting things.,17,38,NA,39480,3,769 (840),2_2_12,1058,teamwork,3,FALSE,226,"226,all","0,0","0,0","0,0","0,0","0,0"
03_11_2021_vero #2_team_round 3_otter.ai,39482,Participant 685,39369,Interesting.,18,10,NA,39481,3,685,2_2_12,1090,teamwork,3,FALSE,769 (840),840,1,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39483,Participant 840,39369,"Oh my gosh, to slice tofu.",18,12,NA,39482,3,769 (840),2_2_12,1092,teamwork,3,FALSE,685,all,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39484,Participant 226,39369,"Oh, yeah. Oh. In the same way to cut clay. Poorly maybe.",18,19,NA,39483,3,226,2_2_12,1099,teamwork,3,FALSE,769 (840),"840,all","0,0","0,0","0,0","0,0","0,0"
03_11_2021_vero #2_team_round 3_otter.ai,39485,Participant 226,39369,"Oh, my gosh, I have a rubber band holding my sandals together. It's like fixed broken. Yeah. Kind of like kind of like the watch band thing. Yeah, fix broken sandals.",18,19,NA,39484,3,226,2_2_12,1099,teamwork,3,FALSE,226,all,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39486,Participant 226,39369,"To us as a straight line guide. I feel like if you're, if you have a small notebook, you could like put it in as that.",18,19,NA,39485,3,226,2_2_12,1099,teamwork,3,FALSE,226,all,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39487,Participant 685,39369,"Oh, like, you know, you would put it around like the length of the notebook, I like that.",19,11,NA,39486,3,685,2_2_12,1151,teamwork,3,FALSE,226,226,1,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39488,Participant 226,39369,"Yeah. Wait, wait as a guide for a straight line.",19,16,NA,39487,3,226,2_2_12,1156,teamwork,3,FALSE,685,all,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39489,Participant 685,39369,Could you use like the unstretched rubber band as a guide for a circle?,19,28,NA,39488,3,685,2_2_12,1168,teamwork,3,FALSE,226,all,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39490,Participant 840,39369,"Yeah, yeah.",19,35,NA,39489,3,769 (840),2_2_12,1175,teamwork,3,FALSE,685,685,0,0,0,0,0
03_11_2021_vero #2_team_round 3_otter.ai,39491,Vero,39369,Good job so far team. We have come up with a lot of ideas already. Let's come up with as many ideas as possible. Let me know how I can help.,19,44,NA,39490,3,NA,NA,1184,NA,3,TRUE,NA,all,1,0,0,0,0
