file.name,id,user,root,text,min,sec,nanosec,reply.to,n.participants,user_id,Team_id,time,condition,round,is_vero,user_id2,to,task_pos,task_conf,rel_pos,rel_conf,3rdVero
03_11_2021_vero #7_task+team_round 1_otter.ai,41639,NA,41628,"Okay, so just so you know, for future reference, there's gonna be like a green box at the top of your zoom. Chat. That'll give you the password but it is try wave w A V E.",1,11,NA,41638,2,149,3_7_12,71,combined,1,FALSE,149,NA,NA,NA,NA,NA,NA
03_11_2021_vero #7_task+team_round 1_otter.ai,41640,NA,41628,Thank you.,1,58,NA,41639,2,149,3_7_12,118,combined,1,FALSE,149,NA,NA,NA,NA,NA,NA
03_11_2021_vero #7_task+team_round 1_otter.ai,41641,NA,41628,Sorry you can you repeat that again?,2,0,NA,41640,2,139,3_7_12,120,combined,1,FALSE,149,NA,NA,NA,NA,NA,NA
03_11_2021_vero #7_task+team_round 1_otter.ai,41642,NA,41628,STRONG Team  2:02,2,0,NA,41641,2,139,3_7_12,120,combined,1,FALSE,139,NA,NA,NA,NA,NA,NA
03_11_2021_vero #7_task+team_round 1_otter.ai,41643,NA,41628,Wave w A V and also put in the chat.,2,0,NA,41642,2,139,3_7_12,120,combined,1,FALSE,139,NA,NA,NA,NA,NA,NA
03_11_2021_vero #7_task+team_round 1_otter.ai,41644,NA,41628,Unknown Speaker  2:07,2,0,NA,41643,2,139,3_7_12,120,combined,1,FALSE,139,NA,NA,NA,NA,NA,NA
03_11_2021_vero #7_task+team_round 1_otter.ai,41645,NA,41628,Thank you. I saw the sticker. It was just very small. I didn't catch it in time.,2,0,NA,41644,2,139,3_7_12,120,combined,1,FALSE,139,NA,NA,NA,NA,NA,NA
03_11_2021_vero #7_task+team_round 1_otter.ai,41646,NA,41628,STRONG Team  2:11,2,0,NA,41645,2,139,3_7_12,120,combined,1,FALSE,139,NA,NA,NA,NA,NA,NA
03_11_2021_vero #7_task+team_round 1_otter.ai,41647,NA,41628,"No problem. Okay, you guys both in?",2,0,NA,41646,2,139,3_7_12,120,combined,1,FALSE,139,NA,NA,NA,NA,NA,NA
03_11_2021_vero #7_task+team_round 1_otter.ai,41648,NA,41628,"Yes, I am.",2,13,NA,41647,2,149,3_7_12,133,combined,1,FALSE,139,NA,NA,NA,NA,NA,NA
03_11_2021_vero #7_task+team_round 1_otter.ai,41649,NA,41628,STRONG Team  2:14,2,13,NA,41648,2,149,3_7_12,133,combined,1,FALSE,149,NA,NA,NA,NA,NA,NA
03_11_2021_vero #7_task+team_round 1_otter.ai,41650,NA,41628,Alright.,2,13,NA,41649,2,149,3_7_12,133,combined,1,FALSE,149,NA,NA,NA,NA,NA,NA
03_11_2021_vero #7_task+team_round 1_otter.ai,41651,NA,41628,Thank you.,2,14,NA,41650,2,149,3_7_12,134,combined,1,FALSE,149,NA,NA,NA,NA,NA,NA
03_11_2021_vero #7_task+team_round 1_otter.ai,41652,NA,41628,STRONG Team  2:14,2,14,NA,41651,2,149,3_7_12,134,combined,1,FALSE,149,NA,NA,NA,NA,NA,NA
03_11_2021_vero #7_task+team_round 1_otter.ai,41653,NA,41628,I will let you get started bye guys.,2,14,NA,41652,2,149,3_7_12,134,combined,1,FALSE,149,NA,NA,NA,NA,NA,NA
03_11_2021_vero #7_task+team_round 1_otter.ai,41654,Participant 139,41628,We are breakout number 7?,2,19,NA,41653,2,139,3_7_12,139,combined,1,FALSE,149,all,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41655,Participant 149,41628,"Okay, yes, we're breakout number seven. Okay. It is the Oh, it's the space one. Yeah, um, how did you write this? Like, what was your What was your focus in this task?",2,21,NA,41654,2,149,3_7_12,141,combined,1,FALSE,139,139,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41656,Participant 139,41628,"This one, let me just see.",2,42,NA,41655,2,139,3_7_12,162,combined,1,FALSE,149,149,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41657,Participant 149,41628,"Yeah, no, sorry. No rush.",2,43,NA,41656,2,149,3_7_12,163,combined,1,FALSE,139,139,2,0,1,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41658,Participant 139,41628,I think my first one was a food.,2,45,NA,41657,2,139,3_7_12,165,combined,1,FALSE,149,all,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41659,Participant 149,41628,"Food, food. Okay, why was it food?",2,49,NA,41658,2,149,3_7_12,169,combined,1,FALSE,139,139,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41660,Participant 139,41628,So I guess the basic need for the survival was right.,2,55,NA,41659,2,139,3_7_12,175,combined,1,FALSE,149,149,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41661,Participant 149,41628,"Okay, I think that my approach to it was, it's 200 miles away. So that's not really like a realistic walking distance in a day. So you're probably gonna have to set up overnight. And then so like, my thoughts were okay, space is really cold. And you're trying to get to this place. So I guess like, Yeah, what you'd really want to plan for is survival and then like your immediate survival needs, and then following that, trying to get there as quickly as possible, right, like trying to get in touch with people. Okay, so for me personally, I think the most important thing was the I said oxygen because I wasn't sure how long the suits would allow",3,1,NA,41660,2,149,3_7_12,181,combined,1,FALSE,139,all,0,1,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41662,Participant 139,41628,sorry mine was also oxygen. it was the oxygen yes,3,46,NA,41661,2,139,3_7_12,226,combined,1,FALSE,149,149,1,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41663,Participant 149,41628,"Okay, and then and then I put the water cuz you can go longer without food than you can Water.",3,52,NA,41662,2,149,3_7_12,232,combined,1,FALSE,139,139,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41664,Participant 139,41628,"Oh, yes. That's right. confused, the other one, me completely. I completely I am.",3,59,NA,41663,2,139,3_7_12,239,combined,1,FALSE,149,149,2,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41665,Participant 149,41628,"Yeah. So one for oxygen. Two for water. And when? And then I see. Okay, totally cool. I said a portable heating unit. Probably.",4,7,NA,41664,2,149,3_7_12,247,combined,1,FALSE,139,139,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41666,Participant 139,41628,Yeah.,4,19,NA,41665,2,139,3_7_12,259,combined,1,FALSE,149,149,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41667,Participant 149,41628,"Um okay. And then I thought past like immediate survival, your best bet would be to like, get to the place as quickly as possible. So then I thought maybe the I didn't know if the the FM receiver transmitter would work with the mothership. But I thought the signal flares would be a good thing to have. Yeah.",4,24,NA,41666,2,149,3_7_12,264,combined,1,FALSE,139,all,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41668,Participant 139,41628,"Like, I actually chose the map.",4,45,NA,41667,2,139,3_7_12,285,combined,1,FALSE,149,149,0,2,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41669,Participant 149,41628,"Okay, the stellar map.",4,48,NA,41668,2,149,3_7_12,288,combined,1,FALSE,139,139,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41670,Participant 139,41628,Yes.,4,49,NA,41669,2,139,3_7_12,289,combined,1,FALSE,149,149,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41671,Participant 149,41628,Sure.,4,50,NA,41670,2,149,3_7_12,290,combined,1,FALSE,139,139,1,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41672,Participant 139,41628,"before anything else, because I think that we'll just have at least a reference.",4,51,NA,41671,2,139,3_7_12,291,combined,1,FALSE,149,all,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41673,Participant 149,41628,"A reference Yeah, sure. Okay. And then I wasn't sure The magnetic compass I think this would work. I don't know if the moon has a magnetic center. I'm not familiar enough with the body.",4,56,NA,41672,2,149,3_7_12,296,combined,1,FALSE,139,139,1,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41674,Participant 139,41628,Maybe that that does not really allow the gravity and everything,5,6,NA,41673,2,139,3_7_12,306,combined,1,FALSE,149,149,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41675,Participant 149,41628,"right. So I would put after the stellar map, I think I'd probably put the flares, the signal flares, because you can shoot those up. Well, what does work though, because that's why I also didn't put matches because there's not a lot of space. So",5,10,NA,41674,2,149,3_7_12,310,combined,1,FALSE,139,139,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41676,Participant 139,41628,maybe the gravity does not really allow.,5,25,NA,41675,2,139,3_7_12,325,combined,1,FALSE,149,149,0,1,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41677,Participant 149,41628,"Right okay, so maybe not signal flares. Okay, um,",5,27,NA,41676,2,149,3_7_12,327,combined,1,FALSE,139,139,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41678,Participant 139,41628,"we can put the first aid kit, I guess.",5,31,NA,41677,2,139,3_7_12,331,combined,1,FALSE,149,all,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41679,Participant 149,41628,The which one,5,34,NA,41678,2,149,3_7_12,334,combined,1,FALSE,139,139,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41680,Participant 139,41628,"first aid kit,",5,35,NA,41679,2,139,3_7_12,335,combined,1,FALSE,149,149,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41681,Participant 149,41628,"the first aid kit, actually, do we put the receiver transmitter because like, I feel like contact with where you're trying to get to is really important. And like",5,36,NA,41680,2,149,3_7_12,336,combined,1,FALSE,139,139,0,2,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41682,Participant 139,41628,"yeah, so I think the magnetic compass and the transmitter it would work the same way.",5,48,NA,41681,2,139,3_7_12,348,combined,1,FALSE,149,149,0,2,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41683,Participant 149,41628,"Okay, okay.",5,53,NA,41682,2,149,3_7_12,353,combined,1,FALSE,139,139,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41684,Participant 139,41628,So you need to transfer,5,54,NA,41683,2,139,3_7_12,354,combined,1,FALSE,149,149,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41685,Participant 149,41628,"okay, but equally equally useful.",5,56,NA,41684,2,149,3_7_12,356,combined,1,FALSE,139,139,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41686,Participant 139,41628,"Okay, so let me check if I'm on the same boat as you so the first one is oxygen. Second is water right? Third is food concentrate for fourth is heating unit.",6,0,NA,41685,2,139,3_7_12,360,combined,1,FALSE,149,149,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41687,Participant 149,41628,Yep.,6,12,NA,41686,2,149,3_7_12,372,combined,1,FALSE,139,139,1,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41688,Participant 139,41628,Fifth Is stellar map since,6,13,NA,41687,2,139,3_7_12,373,combined,1,FALSE,149,all,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41689,Participant 149,41628,"Yep,",6,15,NA,41688,2,149,3_7_12,375,combined,1,FALSE,139,139,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41690,Participant 139,41628,we're going with,6,16,NA,41689,2,139,3_7_12,376,combined,1,FALSE,149,149,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41691,Participant 149,41628,we said first aid you said first aid kit.,6,19,NA,41690,2,149,3_7_12,379,combined,1,FALSE,139,139,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41692,Participant 139,41628,"Yeah, yeah.",6,21,NA,41691,2,139,3_7_12,381,combined,1,FALSE,149,149,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41693,Participant 149,41628,First Aid Kit and then let's do the the solar powered FM thing seven and the magnetic compass eight.,6,22,NA,41692,2,149,3_7_12,382,combined,1,FALSE,139,139,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41694,Participant 139,41628,"Okay, yeah.",6,31,NA,41693,2,139,3_7_12,391,combined,1,FALSE,149,149,1,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41695,Participant 149,41628,"And then I thought that the least helpful things wouldn't be like, and then from this point, I was like, I had them kind of fuzzy ranking it here. So then I went from the back and I started with 15 I think the least helpful thing is a self inflating life raft. Why would Why would you need that on the moon? That's my question is why do you need a lifejacket on the moon? There's that?",6,33,NA,41694,2,149,3_7_12,393,combined,1,FALSE,139,all,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41696,Participant 139,41628,I don't remember the 15 do that. Yep.,6,59,NA,41695,2,139,3_7_12,419,combined,1,FALSE,149,149,1,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41697,Participant 149,41628,"Yeah, I did self inflating life raft 15. And then I don't think guns actually work in space",7,1,NA,41696,2,149,3_7_12,421,combined,1,FALSE,139,139,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41698,Participant 139,41628,14. And I wasn't really sure about the parachute silk.,7,8,NA,41697,2,139,3_7_12,428,combined,1,FALSE,149,149,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41699,Participant 149,41628,"So the parachute silk I could see being important as If you want to just throw it out into space to get a visual on it. Or if you wanted to, like tie it around people's waist. They're not gonna fly away. I don't know, fly away. I also thought that I thought",7,19,NA,41698,2,149,3_7_12,439,combined,1,FALSE,139,139,0,1,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41700,Participant 139,41628,"okay, you can. Um,",7,37,NA,41699,2,139,3_7_12,457,combined,1,FALSE,149,149,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41701,Participant 149,41628,"I also thought that the parachute silk and the rope were like equally helpful. Yeah, but then I also thought that the boxes, so Okay, so 14 was the guns gun then. I feel like the dehydrated milk is not helpful either. Like, what do you think about that?",7,39,NA,41700,2,149,3_7_12,459,combined,1,FALSE,139,139,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41702,Participant 139,41628,"I guess. Yeah, it's not really that far of a distance I guess.",8,1,NA,41701,2,139,3_7_12,481,combined,1,FALSE,149,149,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41703,Participant 149,41628,"So you have the food concentrate, and you have water. And if you have dehydrated milk, you're gonna have to use water to make it anyway. So. Okay, we're gonna Yeah, 13 for the milk. Okay, matches.",8,7,NA,41702,2,149,3_7_12,487,combined,1,FALSE,139,139,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41704,Participant 139,41628,"Yeah, I think the atmosphere does not allow to release the matches.",8,23,NA,41703,2,139,3_7_12,503,combined,1,FALSE,149,149,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41705,Participant 149,41628,"We don't really have to walk. Like 12 I feel like maybe the signal flares could be 11 because, like, if you could get them lit, they'd still be brighter. And yeah, well, maybe that would do something. Okay. What do you think? 10? Okay, nine and 10. So nylon rope and",8,28,NA,41704,2,149,3_7_12,508,combined,1,FALSE,139,139,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41706,Participant 139,41628,rope nine is okay.,8,47,NA,41705,2,139,3_7_12,527,combined,1,FALSE,149,149,1,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41707,Participant 149,41628,"Yeah, I think I think rope is more helpful than silk. You're right. Yep. All right, we did it. Okay, just review real quick. Oxygen was number one.",8,48,NA,41706,2,149,3_7_12,528,combined,1,FALSE,139,all,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41708,Participant 139,41628,"Number one. Yeah,",9,1,NA,41707,2,139,3_7_12,541,combined,1,FALSE,149,149,1,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41709,Participant 149,41628,"water was number two to three was food four was heating unit. Five was stellar map. Six is a first aid kit. Seven was a solar powered FM receiver transmitter. Eight was magnetic compass. Nine was the rope. 10 was the silk 11 was the signal flares 12 was a box of matches. 13 was the milk and 14 was the pistols 15 was the self inflating life raft. Okay, right.",9,2,NA,41708,2,149,3_7_12,542,combined,1,FALSE,139,all,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41710,Participant 139,41628,I think we enter the password wave.,9,34,NA,41709,2,139,3_7_12,574,combined,1,FALSE,149,all,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41711,Participant 149,41628,I think we have to wait for them to send it again.,9,36,NA,41710,2,149,3_7_12,576,combined,1,FALSE,139,139,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41712,Participant 139,41628,We still have two minutes.,9,43,NA,41711,2,139,3_7_12,583,combined,1,FALSE,149,149,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41713,Participant 149,41628,"I know we're just really fast at this we're so good. Okay, I moved a little like ticker down to the middle of my screen. So hopefully, we see it now.",9,46,NA,41712,2,149,3_7_12,586,combined,1,FALSE,139,139,2,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41714,Participant 139,41628,Yes. One minute warning for the survival task,9,59,NA,41713,2,139,3_7_12,599,combined,1,FALSE,149,149,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41715,Participant 149,41628,I think it'ss just almost done. What school are you going to right now?,10,4,NA,41714,2,149,3_7_12,604,combined,1,FALSE,139,139,0,0,1,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41716,Participant 139,41628,"Oh, I'm in New Jersey and I'm Caldwell",10,13,NA,41715,2,139,3_7_12,613,combined,1,FALSE,149,149,0,0,1,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41717,Participant 149,41628,"Fun. And you said You're doing computer science. Yeah, again very brave.",10,17,NA,41716,2,149,3_7_12,617,combined,1,FALSE,139,139,0,0,1,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41718,Participant 139,41628,I didn't really catch your university.,10,22,NA,41717,2,139,3_7_12,622,combined,1,FALSE,149,149,0,0,1,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41719,Participant 149,41628,I go to UF it's online so I'm in I live in Orlando so I go to university from my second bedroom.,10,26,NA,41718,2,149,3_7_12,626,combined,1,FALSE,139,139,0,0,1,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41720,Participant 139,41628,"I mean, all the majors are difficult",10,31,NA,41719,2,139,3_7_12,631,combined,1,FALSE,149,149,0,0,2,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41721,Participant 149,41628,I guess,10,38,NA,41720,2,149,3_7_12,638,combined,1,FALSE,139,139,0,0,1,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41722,Participant 139,41628,it's really the I cannot imagine myself doing any natural sciences or business.,10,39,NA,41721,2,139,3_7_12,639,combined,1,FALSE,149,149,0,0,1,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41723,Participant 149,41628,"You are You are brave. No, I can't do the coding. I tried. I really did. Okay, they haven't given us the password that they said there was submit them, but we don't have that a password.",10,45,NA,41722,2,149,3_7_12,645,combined,1,FALSE,139,139,0,0,2,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41724,Participant 139,41628,Let's try the wave I guess.,10,58,NA,41723,2,139,3_7_12,658,combined,1,FALSE,149,149,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41725,Participant 149,41628,"Yeah, let's try that. Nope, they didn't like oh, it's feel",11,0,NA,41724,2,149,3_7_12,660,combined,1,FALSE,139,139,1,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41726,Participant 139,41628,feel okay.,11,8,NA,41725,2,139,3_7_12,668,combined,1,FALSE,149,149,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41727,Participant 149,41628,"Yeah. Okay. Oh a brick. Oh, I had so many answers to this one. All right. Okay. What did you have",11,9,NA,41726,2,149,3_7_12,669,combined,1,FALSE,139,139,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41728,Participant 139,41628,I actually did wrote like pavement building house. We can just brainstorm,11,21,NA,41727,2,139,3_7_12,681,combined,1,FALSE,149,149,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41729,Participant 149,41628,"hey, yeah, houses. masonry work in general. Sure. Yeah, masonry work pavement houses and stuff like that. But I put I put pavement and houses separately so pavement houses masonry work. I said it can be used as a weight room as a weight. Yes. both on land and underwater, which I clarified, but we don't have to do that. a stopper. Well, I guess that's where we are, which is supplied differently. A weapon?",11,27,NA,41728,2,149,3_7_12,687,combined,1,FALSE,139,139,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41730,Participant 139,41628,"A weapon? Yeah, I actually did not really think about it.",12,5,NA,41729,2,139,3_7_12,725,combined,1,FALSE,149,149,1,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41731,Participant 149,41628,"It's a weapon for property destruction and bodily harm. It can be used as a writing surface. It can be you can write stuff on it. You can do stuff like that. It's a noisemaker. If you throw it throughout the classroom together, it's really loud.",12,9,NA,41730,2,149,3_7_12,729,combined,1,FALSE,139,139,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41732,Participant 139,41628,"Okay. Actually, yeah, I think you told everything I just wrote like six or seven.",12,27,NA,41731,2,139,3_7_12,747,combined,1,FALSE,149,149,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41733,Participant 149,41628,That's okay. I worked with I worked with kids for a long time. So there are possibilities are endless.,12,35,NA,41732,2,149,3_7_12,755,combined,1,FALSE,139,139,2,0,1,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41734,Participant 139,41628,Awesome.,12,40,NA,41733,2,139,3_7_12,760,combined,1,FALSE,149,149,1,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41735,Participant 149,41628,"Yeah, you can crush it to leave a trail of dust crush it to leave a trail. You can sit on it. It's a seat. You can stand on it. You stand on it. It can function as a wedge. It can hold stuff open. I'll read these back to you. so far I have pavement houses masonry work weight, a weapon, I'm going to put a weight just as a weight, a weapon, writing surface, noisemaker, crush it to leave a trail , seat, stand on it and the wedge.",12,42,NA,41734,2,149,3_7_12,762,combined,1,FALSE,139,all,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41736,Participant 139,41628,So wait after crush it to leave a trail,13,22,NA,41735,2,139,3_7_12,802,combined,1,FALSE,149,149,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41737,Participant 149,41628,"seat you can sit on it. Or or stand on it. A wedge, it functions as a rough sanding surface. They said everything I'm putting everything. rough sanding surface. Yep, they're rough. You can you can smooth stuff down against it.",13,27,NA,41736,2,149,3_7_12,807,combined,1,FALSE,139,all,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41738,Participant 139,41628,There first okay. So we have 1-234-567-8910 11. Okay. 11,13,52,NA,41737,2,139,3_7_12,832,combined,1,FALSE,149,all,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41739,Participant 149,41628,"Oh, it says any individual ideas recorded in your pre survey do not have to be rewritten here. Oh well well here they are. There they are. Yeah. Do you have any others think of anything else",14,3,NA,41738,2,149,3_7_12,843,combined,1,FALSE,139,139,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41740,Participant 139,41628,I actually don't remember.,14,17,NA,41739,2,139,3_7_12,857,combined,1,FALSE,149,149,0,1,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41741,Participant 149,41628,That's okay. I mean just like thinking of anything now though like anything anything new coming to mind?,14,20,NA,41740,2,149,3_7_12,860,combined,1,FALSE,139,139,2,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41742,Participant 139,41628,"Yeah, right right.",14,30,NA,41741,2,139,3_7_12,870,combined,1,FALSE,149,149,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41743,Participant 149,41628,Like I automatically think of like it getting thrown through a window for some reason like that's my go to thought.,14,31,NA,41742,2,149,3_7_12,871,combined,1,FALSE,139,all,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41744,Participant 139,41628,Yeah. Something like to make our job something like the entrance you can make,14,37,NA,41743,2,139,3_7_12,877,combined,1,FALSE,149,149,0,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41745,Participant 149,41628,"right yeah, yeah, like when a staffer trains or whatever? Sure.",14,43,NA,41744,2,149,3_7_12,883,combined,1,FALSE,139,139,1,0,0,0,0
03_11_2021_vero #7_task+team_round 1_otter.ai,41746,Participant 139,41628,"I would we think artists, brands brands. Regardless, whatever.",14,47,NA,41745,2,139,3_7_12,887,combined,1,FALSE,149,all,0,0,0,0,0
